Asset Name,Lat,Long,Business Category,Risk Factors,Year,Risk Rating
Ware PLC,49.89800,-118.25646,Technology,"{""Sea level rise"": 0.11, ""Drought"": 0.01, ""Wildfire"": 0.09, ""Flooding"": 0.02, ""Extreme heat"": 0.07, ""Earthquake"": 0.05, ""Hurricane"": 0.06, ""Extreme cold"": 0.03, ""Tornado"": 0.09, ""Volcano"": 0.0}","2,040",0.53
Martin-Jenkins,46.82068,-58.89748,Retail,"{""Extreme cold"": 0.01, ""Flooding"": 0.01, ""Wildfire"": 0.02, ""Hurricane"": 0.0, ""Drought"": 0.02, ""Earthquake"": 0.0, ""Sea level rise"": 0.01, ""Tornado"": 0.02, ""Volcano"": 0.01}","2,040",0.10
"Davis, Allen and Rivera",47.12522,-58.99760,Technology,"{""Flooding"": 0.05, ""Extreme cold"": 0.08, ""Drought"": 0.0, ""Extreme heat"": 0.06, ""Earthquake"": 0.09, ""Volcano"": 0.03, ""Tornado"": 0.1, ""Wildfire"": 0.08, ""Hurricane"": 0.08, ""Sea level rise"": 0.09}","2,040",0.66
Cook-Burns,50.26061,-119.11201,Energy,"{""Drought"": 0.03, ""Extreme heat"": 0.06, ""Extreme cold"": 0.08, ""Tornado"": 0.06, ""Sea level rise"": 0.02, ""Hurricane"": 0.05, ""Wildfire"": 0.01, ""Flooding"": 0.03}","2,070",0.34
Gray-Evans,45.00910,-78.25077,Retail,"{""Wildfire"": 0.14, ""Flooding"": 0.14, ""Extreme cold"": 0.08, ""Drought"": 0.07, ""Tornado"": 0.02, ""Sea level rise"": 0.1}","2,060",0.55
Willis-Newman,46.99168,-59.45816,Manufacturing,"{""Earthquake"": 0.09000000000000001, ""Volcano"": 0.02, ""Wildfire"": 0.15, ""Extreme cold"": 0.12, ""Drought"": 0.02}","2,030",0.40
"Watson, Evans and Smith",50.83173,-118.83386,Healthcare,"{""Hurricane"": 0.01, ""Tornado"": 0.05, ""Earthquake"": 0.01, ""Wildfire"": 0.04, ""Flooding"": 0.05, ""Extreme cold"": 0.02, ""Extreme heat"": 0.02}","2,050",0.20
"Davis, Allen and Rivera",46.19274,-59.95960,Healthcare,"{""Tornado"": 0.03, ""Extreme heat"": 0.07, ""Hurricane"": 0.03, ""Earthquake"": 0.09, ""Volcano"": 0.06, ""Flooding"": 0.01, ""Drought"": 0.06, ""Wildfire"": 0.09}","2,050",0.44
Park and Sons,44.95941,-78.91600,Manufacturing,"{""Sea level rise"": 0.14, ""Extreme cold"": 0.13, ""Tornado"": 0.09, ""Earthquake"": 0.1, ""Flooding"": 0.09, ""Wildfire"": 0.01, ""Extreme heat"": 0.12, ""Drought"": 0.01}","2,060",0.69
"Thompson, Davis and Brown",46.47074,-72.77950,Manufacturing,"{""Hurricane"": 0.11, ""Extreme cold"": 0.15, ""Volcano"": 0.16, ""Earthquake"": 0.08, ""Extreme heat"": 0.17, ""Drought"": 0.1, ""Wildfire"": 0.14}","2,050",0.91
Acevedo-Kennedy,45.56736,-73.31140,Healthcare,"{""Earthquake"": 0.09, ""Volcano"": 0.02, ""Extreme heat"": 0.34, ""Extreme cold"": 0.05, ""Flooding"": 0.21}","2,070",0.71
"Clarke, Lutz and Farrell",53.80276,-111.93790,Healthcare,"{""Volcano"": 0.06999999999999999, ""Sea level rise"": 0.03, ""Extreme cold"": 0.08, ""Drought"": 0.05, ""Tornado"": 0.08, ""Earthquake"": 0.05, ""Flooding"": 0.0, ""Wildfire"": 0.02}","2,070",0.38
"Hall, Meadows and Anderson",53.56765,-112.62112,Healthcare,"{""Extreme cold"": 0.019999999999999997, ""Hurricane"": 0.05, ""Extreme heat"": 0.01, ""Volcano"": 0.1, ""Drought"": 0.02, ""Wildfire"": 0.07, ""Sea level rise"": 0.11, ""Flooding"": 0.04, ""Tornado"": 0.14, ""Earthquake"": 0.04}","2,060",0.60
Johnson and Sons,46.75355,-72.36839,Manufacturing,"{""Extreme cold"": 0.39}","2,040",0.39
"Wagner, Curry and Pearson",46.44922,-73.14643,Healthcare,"{""Sea level rise"": 0.060000000000000005, ""Earthquake"": 0.13, ""Extreme cold"": 0.12, ""Wildfire"": 0.12, ""Hurricane"": 0.07}","2,070",0.50
"Roberts, Burke and Williams",45.85565,-73.75232,Manufacturing,"{""Extreme cold"": 0.01, ""Extreme heat"": 0.02, ""Wildfire"": 0.06}","2,060",0.09
Vega-Huffman,46.51458,-73.61232,Healthcare,"{""Wildfire"": 0.14, ""Hurricane"": 0.14, ""Extreme heat"": 0.26, ""Extreme cold"": 0.17}","2,030",0.71
Stewart PLC,46.38959,-59.25573,Technology,"{""Sea level rise"": 0.05, ""Drought"": 0.05, ""Extreme cold"": 0.0, ""Flooding"": 0.05, ""Volcano"": 0.06}","2,050",0.21
"Bender, Warren and Sanchez",45.68683,-72.45941,Healthcare,"{""Tornado"": 0.14, ""Volcano"": 0.5, ""Extreme cold"": 0.34}","2,030",0.98
"Wagner, Curry and Pearson",51.63895,-118.54882,Manufacturing,"{""Hurricane"": 0.22, ""Extreme cold"": 0.22, ""Flooding"": 0.06, ""Drought"": 0.19}","2,050",0.69
Good-Lewis,46.52377,-73.41476,Finance,"{""Flooding"": 0.11, ""Extreme cold"": 0.29}","2,060",0.40
Reid PLC,46.60624,-72.30185,Technology,"{""Earthquake"": 0.01, ""Hurricane"": 0.0, ""Tornado"": 0.0, ""Wildfire"": 0.0, ""Drought"": 0.0}","2,060",0.01
"Hall, Meadows and Anderson",44.00865,-79.13893,Energy,"{""Earthquake"": 0.049999999999999996, ""Extreme cold"": 0.09, ""Flooding"": 0.11, ""Tornado"": 0.03, ""Extreme heat"": 0.09, ""Wildfire"": 0.03, ""Hurricane"": 0.04, ""Drought"": 0.04, ""Volcano"": 0.09}","2,030",0.57
Park and Sons,46.66964,-72.82945,Energy,"{""Wildfire"": 0.0, ""Tornado"": 0.01, ""Hurricane"": 0.0, ""Drought"": 0.0, ""Sea level rise"": 0.01, ""Volcano"": 0.0, ""Earthquake"": 0.01, ""Extreme heat"": 0.01, ""Extreme cold"": 0.01, ""Flooding"": 0.01}","2,050",0.06
"Roberts, Burke and Williams",46.75261,-73.56807,Manufacturing,"{""Sea level rise"": 0.24, ""Flooding"": 0.22, ""Drought"": 0.06}","2,040",0.52
Robertson-Petersen,46.76236,-73.55699,Finance,"{""Wildfire"": 0.08}","2,070",0.08
"Davis, Allen and Rivera",46.88872,-72.81977,Technology,"{""Hurricane"": 0.09, ""Extreme cold"": 0.12, ""Drought"": 0.04, ""Wildfire"": 0.06}","2,060",0.31
Foster-Flores,44.16138,-80.37372,Healthcare,"{""Earthquake"": 0.07, ""Tornado"": 0.13, ""Extreme cold"": 0.09, ""Drought"": 0.15, ""Flooding"": 0.12, ""Volcano"": 0.07, ""Wildfire"": 0.01, ""Sea level rise"": 0.01}","2,060",0.65
"Thompson, Davis and Brown",43.89279,-80.29579,Technology,"{""Extreme cold"": 0.75, ""Earthquake"": 0.08}","2,050",0.83
Acevedo-Kennedy,47.31815,-62.62332,Healthcare,"{""Wildfire"": 0.01, ""Extreme heat"": 0.01, ""Hurricane"": 0.01, ""Sea level rise"": 0.01, ""Volcano"": 0.02, ""Extreme cold"": 0.01}","2,030",0.07
Torres-Sanchez,47.48135,-59.56520,Healthcare,"{""Earthquake"": 0.32, ""Extreme heat"": 0.32}","2,060",0.64
Thomas-Chavez,45.91138,-72.65042,Healthcare,"{""Earthquake"": 0.44}","2,050",0.44
Reid-Sherman,46.58358,-73.65656,Retail,"{""Volcano"": 0.89}","2,070",0.89
Foster-Flores,53.84475,-112.93442,Healthcare,"{""Volcano"": 0.019999999999999997, ""Extreme heat"": 0.07, ""Flooding"": 0.06, ""Wildfire"": 0.06, ""Earthquake"": 0.05, ""Drought"": 0.06, ""Sea level rise"": 0.05, ""Extreme cold"": 0.06}","2,040",0.43
Stewart PLC,45.12034,-78.01379,Retail,"{""Extreme cold"": 0.15}","2,050",0.15
Alvarez Inc,45.29061,-78.14059,Technology,"{""Wildfire"": 0.1, ""Extreme cold"": 0.07, ""Sea level rise"": 0.08, ""Earthquake"": 0.05, ""Volcano"": 0.03, ""Extreme heat"": 0.02, ""Drought"": 0.01, ""Flooding"": 0.08}","2,060",0.44
Reid-Sherman,50.55285,-118.66583,Manufacturing,"{""Extreme heat"": 0.95}","2,030",0.95
"Bender, Warren and Sanchez",50.71403,-119.08212,Technology,"{""Wildfire"": 0.060000000000000005, ""Drought"": 0.02, ""Sea level rise"": 0.01, ""Flooding"": 0.0, ""Volcano"": 0.02, ""Hurricane"": 0.08, ""Earthquake"": 0.03, ""Extreme cold"": 0.06, ""Tornado"": 0.0}","2,040",0.28
Stanton-Joyce,43.10850,-79.58547,Finance,"{""Earthquake"": 0.04, ""Extreme cold"": 0.11, ""Wildfire"": 0.14, ""Tornado"": 0.03, ""Flooding"": 0.09, ""Hurricane"": 0.12, ""Extreme heat"": 0.02}","2,070",0.55
Good-Lewis,50.75203,-118.47729,Retail,"{""Volcano"": 0.06999999999999999, ""Drought"": 0.22, ""Flooding"": 0.22}","2,070",0.51
"Hooper, Evans and Merritt",54.00952,-112.76919,Healthcare,"{""Drought"": 0.63, ""Sea level rise"": 0.24}","2,070",0.87
"Rodriguez, Roberts and Fuller",46.51836,-72.47487,Technology,"{""Flooding"": 0.09, ""Earthquake"": 0.03, ""Extreme heat"": 0.06, ""Wildfire"": 0.08, ""Extreme cold"": 0.06, ""Sea level rise"": 0.1, ""Volcano"": 0.03, ""Tornado"": 0.02, ""Hurricane"": 0.12}","2,070",0.59
Thomas-Chavez,44.11471,-79.01467,Manufacturing,"{""Wildfire"": 0.15, ""Extreme heat"": 0.25, ""Earthquake"": 0.22, ""Flooding"": 0.06, ""Hurricane"": 0.13}","2,030",0.81
Foster-Flores,46.48008,-62.80471,Energy,"{""Earthquake"": 0.0, ""Tornado"": 0.05, ""Extreme heat"": 0.05}","2,040",0.10
"Davis, Allen and Rivera",46.28727,-73.41313,Manufacturing,"{""Extreme heat"": 0.0, ""Volcano"": 0.0, ""Sea level rise"": 0.01, ""Wildfire"": 0.01, ""Earthquake"": 0.03, ""Tornado"": 0.03, ""Hurricane"": 0.02, ""Drought"": 0.02, ""Extreme cold"": 0.01}","2,040",0.13
"Clarke, Lutz and Farrell",46.12904,-73.35222,Retail,"{""Wildfire"": 0.06999999999999999, ""Drought"": 0.03, ""Extreme heat"": 0.06, ""Extreme cold"": 0.03, ""Volcano"": 0.05, ""Sea level rise"": 0.02, ""Tornado"": 0.03, ""Hurricane"": 0.03}","2,050",0.32
Martin-Jenkins,45.23045,-78.24884,Finance,"{""Drought"": 0.04, ""Extreme heat"": 0.12, ""Volcano"": 0.08, ""Sea level rise"": 0.06, ""Tornado"": 0.09, ""Wildfire"": 0.04}","2,040",0.43
Gross PLC,50.80964,-118.88725,Energy,"{""Tornado"": 0.02, ""Flooding"": 0.19, ""Volcano"": 0.3, ""Hurricane"": 0.24, ""Extreme cold"": 0.07, ""Earthquake"": 0.13}","2,050",0.95
Reid-Sherman,46.79666,-59.52237,Healthcare,"{""Extreme cold"": 0.52}","2,030",0.52
Williams Group,47.64678,-62.77801,Retail,"{""Drought"": 0.049999999999999996, ""Flooding"": 0.06, ""Earthquake"": 0.07, ""Extreme heat"": 0.01, ""Hurricane"": 0.12, ""Tornado"": 0.07, ""Wildfire"": 0.11, ""Volcano"": 0.06, ""Extreme cold"": 0.02, ""Sea level rise"": 0.09}","2,060",0.66
Pittman PLC,44.36112,-78.61062,Finance,"{""Drought"": 0.01, ""Flooding"": 0.01, ""Extreme cold"": 0.02}","2,030",0.04
"Harrison, Meza and Rios",43.92609,-78.57616,Technology,"{""Earthquake"": 0.060000000000000005, ""Flooding"": 0.11, ""Extreme cold"": 0.11, ""Drought"": 0.08, ""Tornado"": 0.06}","2,050",0.42
Robertson-Petersen,44.71391,-78.84121,Technology,"{""Sea level rise"": 0.04, ""Wildfire"": 0.03, ""Drought"": 0.02, ""Earthquake"": 0.03}","2,060",0.12
Gray-Evans,46.67619,-58.76755,Retail,"{""Extreme heat"": 0.39, ""Tornado"": 0.31, ""Flooding"": 0.04}","2,030",0.74
Ware PLC,46.15836,-73.68752,Healthcare,"{""Volcano"": 0.13, ""Extreme heat"": 0.1, ""Wildfire"": 0.03, ""Hurricane"": 0.0, ""Sea level rise"": 0.04, ""Earthquake"": 0.12, ""Flooding"": 0.0}","2,040",0.42
Horne and Sons,45.75619,-73.20630,Retail,"{""Drought"": 0.2, ""Extreme cold"": 0.19, ""Tornado"": 0.02, ""Extreme heat"": 0.08, ""Earthquake"": 0.09, ""Volcano"": 0.07, ""Hurricane"": 0.14, ""Wildfire"": 0.07, ""Sea level rise"": 0.13}","2,050",0.99
Alvarez Inc,47.66903,-61.67915,Healthcare,"{""Extreme cold"": 0.23, ""Volcano"": 0.27, ""Hurricane"": 0.09, ""Earthquake"": 0.12}","2,060",0.71
Banks-Carlson,46.69873,-58.86743,Manufacturing,"{""Tornado"": 0.42, ""Sea level rise"": 0.01, ""Wildfire"": 0.17}","2,060",0.60
"Mcknight, Beasley and Stewart",46.31125,-73.71913,Energy,"{""Volcano"": 0.01, ""Extreme heat"": 0.2, ""Earthquake"": 0.0, ""Drought"": 0.07}","2,040",0.28
Johnson and Sons,43.78796,-80.02690,Healthcare,"{""Earthquake"": 0.09000000000000001, ""Drought"": 0.01, ""Wildfire"": 0.09, ""Extreme heat"": 0.06, ""Extreme cold"": 0.08, ""Hurricane"": 0.06, ""Sea level rise"": 0.15, ""Volcano"": 0.08}","2,070",0.62
Stanton-Joyce,46.15723,-73.09575,Technology,"{""Volcano"": 0.13, ""Earthquake"": 0.24, ""Wildfire"": 0.16, ""Extreme cold"": 0.23, ""Sea level rise"": 0.02, ""Hurricane"": 0.08}","2,040",0.86
"Patel, Norris and Jackson",43.26197,-80.22087,Retail,"{""Volcano"": 0.16, ""Extreme cold"": 0.16}","2,060",0.32
"Fox, Daniel and Coleman",46.52728,-59.59719,Manufacturing,"{""Sea level rise"": 0.17, ""Extreme heat"": 0.05, ""Extreme cold"": 0.06, ""Drought"": 0.05, ""Hurricane"": 0.17, ""Flooding"": 0.13, ""Wildfire"": 0.13, ""Volcano"": 0.07, ""Earthquake"": 0.1}","2,040",0.93
Wilkerson-Miranda,50.49444,-119.19906,Energy,"{""Earthquake"": 0.19, ""Extreme cold"": 0.14, ""Wildfire"": 0.16, ""Tornado"": 0.18, ""Drought"": 0.15, ""Flooding"": 0.01}","2,040",0.83
Zuniga Inc,46.65109,-62.65966,Finance,"{""Extreme cold"": 0.03, ""Flooding"": 0.01, ""Drought"": 0.01, ""Earthquake"": 0.0, ""Hurricane"": 0.02, ""Tornado"": 0.0, ""Sea level rise"": 0.03, ""Wildfire"": 0.02, ""Extreme heat"": 0.02, ""Volcano"": 0.02}","2,050",0.16
"Landry, Molina and Green",45.13342,-77.77570,Finance,"{""Earthquake"": 0.04, ""Extreme heat"": 0.02, ""Hurricane"": 0.01, ""Flooding"": 0.02, ""Sea level rise"": 0.02, ""Wildfire"": 0.03, ""Tornado"": 0.0}","2,060",0.14
Reid-Sherman,45.98560,-72.81705,Finance,"{""Hurricane"": 0.06, ""Drought"": 0.02, ""Tornado"": 0.08}","2,070",0.16
Stanton-Joyce,42.89142,-78.93145,Healthcare,"{""Extreme heat"": 0.02, ""Tornado"": 0.05}","2,040",0.07
Alvarez Inc,47.17811,-61.72105,Healthcare,"{""Extreme cold"": 0.02, ""Drought"": 0.18, ""Tornado"": 0.13, ""Sea level rise"": 0.1, ""Earthquake"": 0.18, ""Volcano"": 0.18, ""Extreme heat"": 0.03, ""Flooding"": 0.11}","2,040",0.93
"Kelley, Barnes and Hutchinson",45.70648,-72.84940,Manufacturing,"{""Volcano"": 0.11, ""Tornado"": 0.04, ""Extreme cold"": 0.12, ""Sea level rise"": 0.04, ""Drought"": 0.0}","2,030",0.31
"Walker, Hogan and Mendez",47.25243,-59.63300,Finance,"{""Sea level rise"": 0.25, ""Wildfire"": 0.19, ""Earthquake"": 0.19, ""Extreme cold"": 0.05, ""Flooding"": 0.22}","2,050",0.90
Flynn-Anderson,47.19007,-59.09776,Technology,"{""Wildfire"": 0.060000000000000005, ""Flooding"": 0.07, ""Hurricane"": 0.08, ""Drought"": 0.02, ""Tornado"": 0.01, ""Volcano"": 0.09, ""Extreme cold"": 0.09}","2,060",0.42
Kemp-Anderson,46.24010,-73.66600,Retail,"{""Hurricane"": 0.02, ""Wildfire"": 0.01, ""Volcano"": 0.01, ""Drought"": 0.02, ""Tornado"": 0.03, ""Sea level rise"": 0.02, ""Extreme heat"": 0.01, ""Earthquake"": 0.0}","2,060",0.12
"Davis, Allen and Rivera",46.45757,-59.95763,Retail,"{""Drought"": 0.96}","2,030",0.96
"Kelley, Barnes and Hutchinson",45.33332,-78.48453,Energy,"{""Sea level rise"": 0.2, ""Volcano"": 0.24, ""Flooding"": 0.29, ""Hurricane"": 0.14}","2,040",0.87
Obrien-Oneill,45.73772,-72.95254,Healthcare,"{""Extreme heat"": 0.01, ""Volcano"": 0.01, ""Drought"": 0.01, ""Tornado"": 0.01, ""Sea level rise"": 0.0, ""Flooding"": 0.0, ""Hurricane"": 0.0, ""Wildfire"": 0.0}","2,030",0.04
Gray-Evans,44.67099,-79.15394,Manufacturing,"{""Sea level rise"": 0.49, ""Flooding"": 0.41}","2,050",0.90
"Hooper, Evans and Merritt",45.95291,-73.68035,Retail,"{""Extreme cold"": 0.02, ""Hurricane"": 0.05, ""Extreme heat"": 0.07, ""Wildfire"": 0.08}","2,050",0.22
"Mejia, Roberts and Gay",47.59919,-60.03062,Finance,"{""Extreme cold"": 0.03, ""Earthquake"": 0.15, ""Flooding"": 0.04, ""Sea level rise"": 0.24}","2,050",0.46
Robertson-Petersen,45.53780,-73.40760,Technology,"{""Volcano"": 0.27, ""Wildfire"": 0.09, ""Extreme heat"": 0.19}","2,070",0.55
Duke Ltd,54.62062,-112.77140,Manufacturing,"{""Earthquake"": 0.11, ""Wildfire"": 0.01, ""Extreme heat"": 0.13, ""Hurricane"": 0.07, ""Drought"": 0.02, ""Volcano"": 0.11, ""Extreme cold"": 0.11}","2,040",0.56
Stewart PLC,43.04983,-79.28234,Technology,"{""Extreme heat"": 0.060000000000000005, ""Drought"": 0.05, ""Extreme cold"": 0.05, ""Volcano"": 0.05, ""Flooding"": 0.0, ""Sea level rise"": 0.02, ""Tornado"": 0.05, ""Hurricane"": 0.04, ""Earthquake"": 0.01, ""Wildfire"": 0.01}","2,050",0.34
Gray-Evans,45.84077,-72.70103,Retail,"{""Wildfire"": 0.12, ""Drought"": 0.03, ""Extreme heat"": 0.16}","2,050",0.31
Waller Ltd,45.66749,-73.03535,Energy,"{""Volcano"": 0.2, ""Sea level rise"": 0.26, ""Earthquake"": 0.06, ""Hurricane"": 0.24, ""Extreme heat"": 0.13, ""Drought"": 0.06}","2,070",0.95
"Thompson, Davis and Brown",51.46546,-119.05286,Energy,"{""Drought"": 0.55, ""Volcano"": 0.16}","2,040",0.71
"Rodriguez, Roberts and Fuller",46.14276,-72.97666,Technology,"{""Wildfire"": 0.02, ""Tornado"": 0.11, ""Drought"": 0.17, ""Sea level rise"": 0.19, ""Extreme heat"": 0.06, ""Hurricane"": 0.06, ""Earthquake"": 0.09, ""Flooding"": 0.04, ""Volcano"": 0.01}","2,040",0.75
Good-Lewis,51.14259,-117.84859,Healthcare,"{""Flooding"": 0.14, ""Wildfire"": 0.11}","2,030",0.25
Kemp-Anderson,50.34633,-118.00305,Healthcare,"{""Tornado"": 0.03, ""Sea level rise"": 0.02, ""Volcano"": 0.03, ""Hurricane"": 0.03}","2,060",0.11
Reid PLC,46.49647,-73.41362,Retail,"{""Extreme heat"": 0.03, ""Drought"": 0.03, ""Earthquake"": 0.09, ""Sea level rise"": 0.04, ""Hurricane"": 0.02, ""Volcano"": 0.01, ""Tornado"": 0.02, ""Extreme cold"": 0.0}","2,050",0.24
"Washington, Rogers and Morrison",51.65237,-118.22214,Energy,"{""Hurricane"": 0.63, ""Flooding"": 0.23, ""Earthquake"": 0.04}","2,040",0.90
"Kelley, Barnes and Hutchinson",53.55861,-112.82073,Finance,"{""Wildfire"": 0.01, ""Tornado"": 0.13, ""Volcano"": 0.16, ""Extreme cold"": 0.11, ""Sea level rise"": 0.08, ""Drought"": 0.07, ""Extreme heat"": 0.01}","2,070",0.57
Vega-Huffman,46.68223,-62.52449,Technology,"{""Sea level rise"": 0.14, ""Wildfire"": 0.15}","2,050",0.29
"Hooper, Evans and Merritt",46.14303,-72.49785,Finance,"{""Tornado"": 0.02, ""Extreme cold"": 0.03, ""Hurricane"": 0.04, ""Volcano"": 0.02, ""Sea level rise"": 0.05, ""Extreme heat"": 0.02, ""Flooding"": 0.04, ""Earthquake"": 0.01}","2,070",0.23
Stanton-Joyce,46.82053,-72.74704,Retail,"{""Extreme cold"": 0.03, ""Volcano"": 0.01, ""Earthquake"": 0.03, ""Flooding"": 0.03, ""Extreme heat"": 0.01, ""Drought"": 0.01}","2,050",0.12
Waller Ltd,47.15493,-61.83191,Manufacturing,"{""Extreme cold"": 0.08, ""Volcano"": 0.0, ""Hurricane"": 0.05, ""Sea level rise"": 0.01, ""Tornado"": 0.14, ""Drought"": 0.13, ""Flooding"": 0.16, ""Extreme heat"": 0.12, ""Wildfire"": 0.12}","2,040",0.81
"Kelley, Barnes and Hutchinson",43.93458,-78.51804,Finance,"{""Drought"": 0.08, ""Earthquake"": 0.05, ""Hurricane"": 0.06, ""Extreme heat"": 0.08, ""Extreme cold"": 0.03, ""Wildfire"": 0.04, ""Flooding"": 0.05, ""Sea level rise"": 0.08, ""Volcano"": 0.11, ""Tornado"": 0.02}","2,050",0.60
Wiley Ltd,46.08950,-72.86778,Healthcare,"{""Drought"": 0.04, ""Wildfire"": 0.11, ""Earthquake"": 0.1, ""Hurricane"": 0.06, ""Extreme cold"": 0.11, ""Flooding"": 0.05, ""Volcano"": 0.09}","2,060",0.56
"Wagner, Curry and Pearson",49.93883,-119.05126,Healthcare,"{""Extreme cold"": 0.19999999999999998, ""Tornado"": 0.05, ""Earthquake"": 0.19, ""Volcano"": 0.18}","2,070",0.62
Obrien-Oneill,46.49275,-73.12480,Manufacturing,"{""Drought"": 0.09999999999999999, ""Tornado"": 0.15, ""Wildfire"": 0.15, ""Extreme heat"": 0.13, ""Hurricane"": 0.17, ""Extreme cold"": 0.11, ""Flooding"": 0.07}","2,060",0.88
Reid-Sherman,54.45336,-112.02152,Finance,"{""Hurricane"": 0.02, ""Tornado"": 0.01, ""Flooding"": 0.01, ""Extreme heat"": 0.01, ""Earthquake"": 0.01, ""Extreme cold"": 0.01, ""Volcano"": 0.01, ""Wildfire"": 0.0, ""Sea level rise"": 0.01, ""Drought"": 0.01}","2,050",0.10
"Hooper, Evans and Merritt",50.42021,-119.12072,Retail,"{""Earthquake"": 0.11, ""Extreme cold"": 0.12, ""Tornado"": 0.12, ""Hurricane"": 0.08, ""Volcano"": 0.07, ""Wildfire"": 0.08, ""Sea level rise"": 0.01, ""Extreme heat"": 0.1}","2,040",0.69
Stewart PLC,54.90508,-112.54348,Technology,"{""Extreme cold"": 0.27, ""Volcano"": 0.07, ""Tornado"": 0.29, ""Hurricane"": 0.04, ""Extreme heat"": 0.19, ""Sea level rise"": 0.14}","2,040",1.00
Smith-Woods,54.71204,-111.85116,Retail,"{""Volcano"": 0.15000000000000002, ""Wildfire"": 0.08, ""Drought"": 0.21}","2,030",0.44
"Rodriguez, Roberts and Fuller",42.95825,-80.11339,Retail,"{""Hurricane"": 0.07, ""Extreme heat"": 0.01, ""Earthquake"": 0.07, ""Wildfire"": 0.22, ""Tornado"": 0.07, ""Volcano"": 0.15}","2,050",0.59
"Higgins, Brown and Vaughn",46.24756,-72.77814,Manufacturing,"{""Extreme cold"": 0.0, ""Earthquake"": 0.0, ""Flooding"": 0.01, ""Tornado"": 0.01, ""Wildfire"": 0.0, ""Extreme heat"": 0.0, ""Volcano"": 0.0, ""Hurricane"": 0.01, ""Sea level rise"": 0.01}","2,070",0.04
Banks-Carlson,46.51270,-59.03895,Manufacturing,"{""Tornado"": 0.05, ""Wildfire"": 0.03, ""Flooding"": 0.02, ""Hurricane"": 0.05, ""Extreme cold"": 0.03, ""Drought"": 0.1, ""Extreme heat"": 0.07, ""Sea level rise"": 0.09}","2,060",0.44
Foster-Flores,50.74722,-119.10544,Technology,"{""Extreme cold"": 0.12, ""Tornado"": 0.06, ""Wildfire"": 0.06, ""Hurricane"": 0.03, ""Drought"": 0.12}","2,060",0.39
Patel-Brooks,46.80499,-72.54490,Retail,"{""Extreme cold"": 0.06, ""Drought"": 0.09, ""Flooding"": 0.21, ""Volcano"": 0.14, ""Hurricane"": 0.15}","2,030",0.65
Jimenez-Gallegos,47.44754,-61.96399,Manufacturing,"{""Earthquake"": 0.06, ""Extreme cold"": 0.02, ""Flooding"": 0.06, ""Wildfire"": 0.13, ""Hurricane"": 0.06, ""Volcano"": 0.1, ""Tornado"": 0.12, ""Drought"": 0.08, ""Sea level rise"": 0.09, ""Extreme heat"": 0.09}","2,070",0.81
Obrien-Oneill,46.45928,-61.70914,Finance,"{""Wildfire"": 0.09, ""Extreme heat"": 0.03, ""Flooding"": 0.18, ""Drought"": 0.08, ""Tornado"": 0.05, ""Sea level rise"": 0.02, ""Extreme cold"": 0.09, ""Earthquake"": 0.12}","2,040",0.66
Miller-Norris,53.74037,-112.63602,Finance,"{""Drought"": 0.25, ""Earthquake"": 0.22, ""Hurricane"": 0.01, ""Volcano"": 0.15, ""Extreme heat"": 0.04, ""Extreme cold"": 0.05, ""Sea level rise"": 0.1}","2,030",0.82
Gray-Evans,44.30580,-78.70656,Manufacturing,"{""Hurricane"": 0.08, ""Flooding"": 0.09, ""Wildfire"": 0.03}","2,030",0.20
"Mcpherson, Simmons and Simpson",43.27837,-79.32513,Healthcare,"{""Drought"": 0.049999999999999996, ""Earthquake"": 0.07, ""Extreme heat"": 0.04, ""Extreme cold"": 0.08, ""Sea level rise"": 0.02}","2,030",0.26
Johnson and Sons,44.31091,-78.51799,Technology,"{""Hurricane"": 0.48, ""Volcano"": 0.33}","2,050",0.81
Willis-Newman,46.10191,-72.84887,Finance,"{""Wildfire"": 0.06999999999999999, ""Earthquake"": 0.01, ""Hurricane"": 0.17, ""Flooding"": 0.13, ""Sea level rise"": 0.08, ""Volcano"": 0.13, ""Drought"": 0.03, ""Extreme heat"": 0.06}","2,060",0.68
"Walker, Hogan and Mendez",46.72194,-73.15173,Retail,"{""Flooding"": 0.37, ""Drought"": 0.21, ""Earthquake"": 0.36, ""Sea level rise"": 0.0}","2,070",0.94
Gross PLC,47.19434,-62.79148,Healthcare,"{""Hurricane"": 0.86}","2,040",0.86
Martin-Jenkins,47.44425,-62.52730,Retail,"{""Earthquake"": 0.09, ""Drought"": 0.0, ""Tornado"": 0.06, ""Extreme heat"": 0.17, ""Volcano"": 0.08, ""Wildfire"": 0.16, ""Flooding"": 0.06, ""Extreme cold"": 0.12, ""Sea level rise"": 0.13}","2,040",0.87
Norton-Spencer,47.48654,-60.05296,Energy,"{""Drought"": 0.049999999999999996, ""Extreme cold"": 0.03, ""Hurricane"": 0.08, ""Sea level rise"": 0.03, ""Earthquake"": 0.04, ""Tornado"": 0.07, ""Flooding"": 0.09, ""Wildfire"": 0.09}","2,070",0.48
"Fox, Daniel and Coleman",51.47035,-117.89549,Energy,"{""Tornado"": -0.01, ""Extreme heat"": 0.11, ""Hurricane"": 0.03, ""Earthquake"": 0.1, ""Sea level rise"": 0.03, ""Extreme cold"": 0.11, ""Wildfire"": 0.05, ""Flooding"": 0.03, ""Drought"": 0.11}","2,030",0.56
